Resultant_noslip,laplace_noslip,Resultant Slip,Laplace Slip,Label
9.999781967,0,9.999781967,-1.95399E-14,0
9.999781967,0,9.999781967,0,0
9.999781967,0,9.999781967,0,0
9.999781967,0,9.999781967,0,0
9.999781967,0,9.999781967,0,0
9.999781967,0,9.999781967,1.95399E-14,0
9.999781967,3.471646228,9.999781967,3.497538523,0
13.4714282,-3.371119534,13.49732049,-3.397011829,0
10.10030866,31.8679995,10.10030866,28.03077199,0
41.96830816,-12.94835997,38.13108065,-8.405492764,0
29.01994819,0,29.72558788,0,0
29.01994819,0,29.72558788,0,0
29.01994819,0,29.72558788,-0.168392293,0
29.01994819,-0.376703338,29.55719559,0,0
28.64324485,0,29.55719559,0,0
28.64324485,0,29.55719559,0,0
28.64324485,0,29.55719559,0,0
28.64324485,0,29.55719559,0.192877659,0
28.64324485,0,29.75007325,0,0
28.64324485,0.715659062,29.75007325,0,0
29.35890391,0,29.75007325,0,0
29.35890391,0,29.75007325,0,0
29.35890391,0,29.75007325,-0.042612996,0
29.35890391,0,29.70746025,0,0
29.35890391,-0.381607177,29.70746025,0,0
28.97729673,0,29.70746025,0,0
28.97729673,0,29.70746025,-0.189572428,0
28.97729673,0,29.51788783,0,0
28.97729673,0.141365532,29.51788783,0,0
29.11866226,0,29.51788783,0,0
29.11866226,0,29.51788783,0.182849933,0
29.11866226,-0.381184747,29.70073776,0,0
28.73747752,0,29.70073776,0,0
28.73747752,0,29.70073776,0,0
28.73747752,0,29.70073776,-0.059011578,0
28.73747752,0,29.64172618,0,0
28.73747752,0,29.64172618,0,0
28.73747752,0.478706567,29.64172618,0,0
29.21618408,0,29.64172618,0,0
29.21618408,0,29.64172618,0.022937536,0
29.21618408,0.053951413,29.66466372,0,0
29.2701355,0,29.66466372,0,0
29.2701355,0,29.66466372,0,0
29.2701355,-0.211454497,29.66466372,-0.009213196,0
29.058681,0,29.65545052,0,0
29.058681,0,29.65545052,0,0
29.058681,-0.124125787,29.65545052,0.129221582,0
28.93455521,0,29.7846721,0,0
28.93455521,0,29.7846721,0,0
28.93455521,0,29.7846721,-0.324829165,0
28.93455521,0,29.45984294,0,0
28.93455521,0.429075289,29.45984294,0,0
29.3636305,0,29.45984294,0,0
29.3636305,0,29.45984294,0,0
29.3636305,-0.50708596,29.45984294,0.090177854,0
28.85654454,0,29.55002079,0,0
28.85654454,0,29.55002079,0,0
28.85654454,0.670872528,29.55002079,-0.331366954,0
29.52741707,0,29.21865384,0,0
29.52741707,0,29.21865384,0,0
29.52741707,0,29.21865384,0.310742283,0
29.52741707,-0.397493763,29.52939612,0,0
29.12992331,0,29.52939612,0,0
29.12992331,0,29.52939612,-0.070706643,0
29.12992331,0,29.45868948,0,0
29.12992331,0,29.45868948,0,0
29.12992331,0,29.45868948,0,0
29.12992331,0.46836064,29.45868948,0,0
29.59828395,0,29.45868948,0,0
29.59828395,0,29.45868948,0.398262899,0
29.59828395,0.173944551,29.85695238,0,0
29.7722285,0,29.85695238,0,0
29.7722285,-0.02007627,29.85695238,0,0
29.75215223,0,29.85695238,-0.326563947,0
29.75215223,0,29.53038843,0,0
29.75215223,0,29.53038843,0,0
29.75215223,0,29.53038843,0,0
29.75215223,-0.112870003,29.53038843,0.3899692,0
29.63928222,0,29.92035763,0,0
29.63928222,0,29.92035763,0,0
29.63928222,0,29.92035763,0,0
29.63928222,0,29.92035763,-0.117769746,0
29.63928222,0,29.80258788,0,0
29.63928222,0.034156182,29.80258788,0,0
29.67343841,0,29.80258788,0,0
29.67343841,0,29.80258788,0,0
29.67343841,0,29.80258788,0,0
29.67343841,0.030245413,29.80258788,-0.12563841,0
29.70368382,0,29.67694947,0,0
29.70368382,-0.01003722,29.67694947,0,0
29.6936466,0,29.67694947,-0.253528172,0
29.6936466,0,29.4234213,0,0
29.6936466,0,29.4234213,0,0
29.6936466,0,29.4234213,0,0
29.6936466,-0.006271031,29.4234213,0,0
29.68737557,0,29.4234213,0.31796299,0
29.68737557,0,29.74138429,0,0
29.68737557,0,29.74138429,0,0
29.68737557,0,29.74138429,0,0
29.68737557,-0.009607458,29.74138429,0,0
29.67776811,0,29.74138429,-0.398344436,0
29.67776811,0,29.34303986,0,0
29.67776811,-0.006257892,29.34303986,0,0
29.67151022,0,29.34303986,0,0
29.67151022,-0.023931306,29.34303986,0,0
29.64757891,0,29.34303986,0,0
29.64757891,0,29.34303986,0.421081466,0
29.64757891,0,29.76412132,0,0
29.64757891,0,29.76412132,-0.108999753,0
29.64757891,-0.022033857,29.65512157,0,0
29.62554506,-4.864410725,29.65512157,0.798987014,0
24.76113433,0.515769734,30.45410858,0.992844331,0
25.27690407,-2.461249653,31.44695291,-1.972969166,1
22.81565441,0.106660984,29.47398375,-2.565795301,1
22.9223154,0.585947649,26.90818844,-18.27722339,0
23.50826305,-0.60402534,8.630965051,-0.204902954,0
22.90423771,0.137732337,8.426062097,-0.193104173,0
23.04197004,-0.52160349,8.232957924,-1.823294968,0
22.52036655,-1.50050346,6.409662956,0.004191165,0
21.01986309,0.96113475,6.413854121,-0.457282876,0
21.98099784,0.841990698,5.956571245,0.827369879,0
22.82298854,-0.38194436,6.783941123,-0.961780558,0
22.44104418,-0.899589943,5.822160565,-0.069117541,0
21.54145424,-0.633236425,5.753043024,0.095526795,0
20.90821781,-0.173623448,5.848569819,-0.223676642,0
20.73459437,0.008414237,5.624893177,0.203250115,0
20.7430086,-0.109198725,5.828143293,-0.107880905,0
20.63380988,1.905959678,5.720262388,0.202283401,0
22.53976956,-1.915466774,5.92254579,0.068703732,0
20.62430278,1.688331199,5.991249521,-0.148976822,0
22.31263398,-1.549903961,5.842272699,-0.055782127,0
20.76273002,0.543847874,5.786490573,0.062793263,0
21.30657789,0.415890649,5.849283836,0.067423932,0
21.72246854,-1.145688886,5.916707768,0.237049725,0
20.57677965,1.007796915,6.153757493,-0.403571624,0
21.58457657,-0.63723387,5.750185869,0.24162141,0
20.9473427,0.300595349,5.991807279,-0.109453353,0
21.24793805,0.757291509,5.882353926,0.144075846,0
22.00522956,-1.313582459,6.026429772,0.192566294,0
20.6916471,1.431169559,6.218996066,0.136613673,0
22.12281666,-0.143189203,6.355609739,-0.047707059,0
21.97962746,-0.23247326,6.30790268,-0.236188658,0
21.7471542,-0.085558496,6.071714021,-0.379670532,0
21.6615957,-0.165874282,5.69204349,-0.077352218,0
21.49572142,0.559078391,5.614691272,0.677122313,0
22.05479981,0.528945358,6.291813585,0.095547268,0
22.58374517,-0.897187816,6.387360853,-0.314189772,0
21.68655735,0.126401658,6.073171081,15.88087585,0
21.81295901,0.215881856,21.95404693,-0.026283228,0
22.02884086,-0.509423082,21.92776371,1.217155312,0
21.51941778,-0.016854396,23.14491902,1.038452906,0
21.50256339,0.32633576,24.18337192,0.373035965,0
21.82889915,-0.011034447,24.55640789,-0.752249737,0
21.8178647,0.046470498,23.80415815,-0.580863808,0
21.8643352,0.37682191,23.22329435,-0.181844691,0
22.24115711,-0.221696921,23.04144965,-0.669568453,0
22.01946019,0.33882702,22.3718812,0.279987402,0
22.35828721,-0.687043882,22.6518686,0.2940439,0
21.67124332,0.368081388,22.9459125,-0.068580931,0
22.03932471,-0.138837947,22.87733157,0.570631482,0
21.90048677,-0.07443153,23.44796306,0.165350837,0
21.82605524,-0.029567589,23.61331389,2.066141478,0
21.79648765,0.023971471,25.67945537,-2.248329929,0
21.82045912,0.258349151,23.43112544,1.980668748,0
22.07880827,-0.119661317,25.41179419,-6.014016198,0
21.95914695,0.145958482,19.39777799,3.695064457,0
22.10510543,-0.100651702,23.09284245,0.362284386,0
22.00445373,0.231424984,23.45512683,-4.291660944,0
22.23587872,0.186257287,19.16346589,3.854244256,0
22.422136,-0.405992506,23.01771015,-0.176226511,0
22.0161435,-0.164133923,22.84148363,-0.749462473,0
21.85200958,0.077837709,22.09202116,0.494631578,0
21.92984728,0.085724257,22.58665274,-0.701542698,0
22.01557154,0.196892685,21.88511004,-3.496160734,0
22.21246423,0.251913761,18.38894931,-0.372793174,0
22.46437799,-0.308383281,18.01615613,4.881536929,0
22.15599471,-0.055076233,22.89769306,-5.444186286,0
22.10091847,0.214058653,17.45350678,-0.188720487,0
22.31497713,0.098734198,17.26478629,3.455012988,0
22.41371132,-0.251573815,20.71979928,-0.166422525,0
22.16213751,-0.306761454,20.55337675,-1.228103622,0
21.85537605,0.34201757,19.32527313,-2.378085217,0
22.19739363,-0.345394276,16.94718791,-1.637954571,0
21.85199935,0.288717333,15.30923334,-1.787837835,0
22.14071668,-0.154405586,13.52139551,-2.571837186,0
21.9863111,0.018958418,10.94955832,-2.271240259,0
22.00526951,-0.193833341,8.678318063,-1.803099119,0
21.81143617,-0.352050399,6.875218944,-0.977953986,0
21.45938577,-0.012798968,5.897264957,2.682688358,0
21.44658681,0.42182535,8.579953316,0.244908416,0
21.86841216,-0.492581121,8.824861732,0.112565886,0
21.37583103,0.016686021,8.937427619,0.553374227,0
21.39251706,0.24674857,9.490801846,0.106679713,0
21.63926563,-0.195799324,9.597481559,0.999776184,0
21.4434663,0.600982829,10.59725774,-4.361186311,0
22.04444913,-0.387098033,6.236071431,0.445161774,0
21.6573511,-0.692870186,6.681233205,0.926661645,0
20.96448091,1.026359051,7.60789485,0.119410809,0
21.99083996,-0.344529792,7.727305659,-0.046490176,0
21.64631017,0.012599091,7.680815483,-0.126150974,0
21.65890926,-0.225637244,7.554664509,-0.147956769,0
21.43327202,-0.006655103,7.40670774,-0.135183527,0
21.42661692,0.084330708,7.271524213,-0.105079525,0
21.51094762,-0.083338987,7.166444688,-0.068850702,0
21.42760864,0.064067979,7.097593986,-0.014877238,0
21.49167662,-0.096860845,7.082716747,0.106062349,0
21.39481577,0.135928678,7.188779096,-0.031473079,0
21.53074445,-0.153994471,7.157306017,0.013955488,0
21.37674998,-0.028401626,7.171261505,0.041907024,0
21.34834835,-0.082820129,7.213168529,0.054397179,0
21.26552822,0,7.267565708,0.336633864,0
21.26552822,-21.26552822,7.604199571,-7.604199571,0
